,Unnamed: 0,created_at,favorite_count,full_text,hashtags,id,id_str,lang,media,quoted_status,quoted_status_id,quoted_status_id_str,retweet_count,source,urls,user,user_mentions,handle,date_time,date,date_week,clean_tweet
284,24,Wed Aug 14 21:36:55 +0000 2019,1889,Please read my statement on the report by the Conflict of Interest and Ethics Commissioner: https://t.co/Cd16Ji3mEf,[],1161753592027582470,1161753592027582470,en,,,,,426,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'expanded_url': 'https://pm.gc.ca/en/news/statements/2019/08/14/statement-prime-minister-report-conflict-interest-and-ethics', 'url': 'https://t.co/Cd16Ji3mEf'}]","{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-08-14 21:36:55+00:00,2019-08-14,2019-08-12,please read statement report conflict interest ethic commissioner http t.co/cd16ji3mef
286,26,Wed Aug 14 13:02:53 +0000 2019,18712,"Sending my best wishes to everyone celebrating Pakistan’s Independence Day, here in Canada and around the world. https://t.co/AatqYzie6y",[],1161624232209584129,1161624232209584129,en,,,,,4666,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://pm.gc.ca/en/news/statements/2019/08/14/statement-prime-minister-pakistans-independence-day', 'url': 'https://t.co/AatqYzie6y'}]","{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-08-14 13:02:53+00:00,2019-08-14,2019-08-12,send best wish everyone celebrate pakistan ’ independence day canada around world http t.co/aatqyzie6y
288,28,Tue Aug 13 19:09:55 +0000 2019,3218,"We’re making post-secondary education more affordable &amp; accessible for Canadians:
✅Lower student loan interest rates
✅No interest on loans 6 months after grad
✅Increasing Canada Student Grants by 50%
✅Helping adult learners upgrade their skills
✅More paid work placements https://t.co/L10zyZvGj4",[],1161354209586892800,1161354209586892800,en,"[{'display_url': 'pic.twitter.com/L10zyZvGj4', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1161354209586892800/photo/1', 'id': 1161354199575269381, 'media_url': 'http://pbs.twimg.com/media/EB31fcwXkAUjJrl.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EB31fcwXkAUjJrl.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 676, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1200, 'h': 676, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/L10zyZvGj4'}]",,,,651,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-08-13 19:09:55+00:00,2019-08-13,2019-08-12,’ make post-secondary education affordable amp accessible canadian ✅lower student loan interest rate ✅no interest loan 6 month grad ✅increasing canada student grant 50 ✅helping adult learner upgrade skill ✅more pay work placement http t.co/l10zyzvgj4
290,30,Tue Aug 13 16:08:02 +0000 2019,1609,"Always good to meet with Mayor @JohnTory. We’re working together to invest in good public transit &amp; infrastructure, keep our communities safe &amp; fight gun violence, and grow the middle class here in Toronto. https://t.co/amtcyaDEVT",[],1161308439311716358,1161308439311716358,en,"[{'display_url': 'pic.twitter.com/amtcyaDEVT', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1161308439311716358/photo/1', 'id': 1161308425797677057, 'media_url': 'http://pbs.twimg.com/media/EB3L3EJWsAEA7PZ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EB3L3EJWsAEA7PZ.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/amtcyaDEVT'}]",,,,234,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 89760824, 'id_str': '89760824', 'name': 'John Tory', 'screen_name': 'JohnTory'}]",@JustinTrudeau,2019-08-13 16:08:02+00:00,2019-08-13,2019-08-12,alway good meet mayor johntory ’ work together invest good public transit amp infrastructure keep community safe amp fight gun violence grow middle clas toronto http t.co/amtcyadevt
292,32,Tue Aug 13 00:41:25 +0000 2019,1920,Korean-Canadians have made – and continue to make – significant contributions to our country. Thanks to this vibrant community for welcoming me to Willowdale today! https://t.co/ZjlUGRGsgr,[],1161075249598910464,1161075249598910464,en,"[{'display_url': 'pic.twitter.com/ZjlUGRGsgr', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1161075249598910464/photo/1', 'id': 1161075235619258373, 'media_url': 'http://pbs.twimg.com/media/EBz3xnCWwAUHd4q.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EBz3xnCWwAUHd4q.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/ZjlUGRGsgr'}]",,,,255,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-08-13 00:41:25+00:00,2019-08-13,2019-08-12,korean-canadian make – continue make – significant contribution country thank thi vibrant community welcome willowdale today http t.co/zjlugrgsgr
294,34,Tue Aug 13 00:04:12 +0000 2019,2968,Eid al-Adha is all about coming together as a community and supporting one another - and it’s exactly what we did this afternoon at Crescent Village in Richmond Hill. Eid Mubarak! https://t.co/XbX6Zqx36A,[],1161065882199691264,1161065882199691264,en,"[{'display_url': 'pic.twitter.com/XbX6Zqx36A', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1161065882199691264/photo/1', 'id': 1161065864860512256, 'media_url': 'http://pbs.twimg.com/media/EBzvQKPXsAAHYNS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EBzvQKPXsAAHYNS.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/XbX6Zqx36A'}]",,,,465,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-08-13 00:04:12+00:00,2019-08-13,2019-08-12,eid al-adha come together community support one another ’ exactly thi afternoon crescent village richmond hill eid mubarak http t.co/xbx6zqx36a
296,36,Mon Aug 12 21:03:49 +0000 2019,3486,"How we treat the most vulnerable among us defines who we are. After provincial cuts to legal aid, we're stepping up to make sure people seeking asylum in Ontario have access to the legal services they need. Read more about today’s announcement: https://t.co/fW0uz80bgR https://t.co/KnUE4rfdRx",[],1161020486236680193,1161020486236680193,en,"[{'display_url': 'pic.twitter.com/KnUE4rfdRx', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1161020486236680193/photo/1', 'id': 1161020476405223425, 'media_url': 'http://pbs.twimg.com/media/EBzF-NEWkAEAzxS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EBzF-NEWkAEAzxS.jpg', 'sizes': {'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/KnUE4rfdRx'}]",,,,693,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'expanded_url': 'https://bit.ly/2ZVDWdR', 'url': 'https://t.co/fW0uz80bgR'}]","{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-08-12 21:03:49+00:00,2019-08-12,2019-08-12,treat vulnerable among u define provincial cut legal aid 're step make sure person seek asylum ontario acces legal service need read today ’ announcement http t.co/fw0uz80bgr http t.co/knue4rfdrx
298,38,Mon Aug 12 12:25:29 +0000 2019,4544,"Happy International #YouthDay! Young people, when you can create change and make your voices heard, you help build a better world. That’s why we’ll keep fighting for you, and with you – today and every day. https://t.co/AFbXVUlpmU https://t.co/ncR9hF2Min",[{'text': 'YouthDay'}],1160890045928284160,1160890045928284160,en,"[{'display_url': 'pic.twitter.com/ncR9hF2Min', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1160890045928284160/video/1', 'id': 1159914863797448705, 'media_url': 'http://pbs.twimg.com/media/EBjaNR5WsAAuTkt.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EBjaNR5WsAAuTkt.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/ncR9hF2Min', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 56348, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1159914863797448705/vid/1280x720/U_BcUht-SIYnXVAj.mp4?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1159914863797448705/vid/480x270/Y6LSNgq3NYV5CvLS.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1159914863797448705/vid/640x360/60xnk6CHPQUNuPsd.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1159914863797448705/pl/hd31Hbf8T06vulSy.m3u8?tag=13'}]}}]",,,,818,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","[{'expanded_url': 'https://bit.ly/2To6aLG', 'url': 'https://t.co/AFbXVUlpmU'}]","{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-08-12 12:25:29+00:00,2019-08-12,2019-08-12,happy international youthday young person create change make ymy voice heard help build good world ’ ’ keep fight – today every day http t.co/afbxvulpmu http t.co/ncr9hf2min
300,40,Sun Aug 11 21:01:08 +0000 2019,6149,"The first Canadian @rogerscup champion in 50 years - congratulations, @Bandreescu_! Truly an inspiration to players across Canada. Today you showed tennis fans what sportsmanship is all about.",[],1160657422710726656,1160657422710726656,en,,,,,746,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 165799482, 'id_str': '165799482', 'name': 'Rogers Cup', 'screen_name': 'rogerscup'}, {'id': 2752812749, 'id_str': '2752812749', 'name': 'Bianca', 'screen_name': 'Bandreescu_'}]",@JustinTrudeau,2019-08-11 21:01:08+00:00,2019-08-11,2019-08-05,first canadian rogerscup champion 50 year congratulation bandreescu truly inspiration player acros canada today show tenni fan sportsmanship
302,42,Sun Aug 11 00:10:16 +0000 2019,57110,Sending my best wishes to Muslims in Canada and around the world who are celebrating Eid al-Adha and the end of the Hajj. Eid Mubarak! https://t.co/OqxF1AkwK9,[],1160342632285036544,1160342632285036544,en,"[{'display_url': 'pic.twitter.com/OqxF1AkwK9', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1160342632285036544/video/1', 'id': 1159910371710423040, 'media_url': 'http://pbs.twimg.com/media/EBjU6-ZWwAEoCRf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EBjU6-ZWwAEoCRf.jpg', 'sizes': {'large': {'w': 1806, 'h': 1013, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 381, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 673, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/OqxF1AkwK9', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 49349, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1159910371710423040/pl/Tph_MxSwtlw8c8Sw.m3u8?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1159910371710423040/vid/480x270/4T_8uJi1jWuk1285.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1159910371710423040/vid/640x360/my90d5yF3-nZdA8g.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1159910371710423040/vid/1280x720/quVVrNn6K_mifOCL.mp4?tag=13'}]}}]",,,,12970,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-08-11 00:10:16+00:00,2019-08-11,2019-08-05,send best wish muslim canada around world celebrate eid al-adha end hajj eid mubarak http t.co/oqxf1akwk9
304,44,Sat Aug 10 16:11:19 +0000 2019,2989,"Just a few weeks ago, we increased the Canada Child Benefit for the second time – so families have more money for camps, school supplies, or anything else their kids need. How are you using your CCB this summer? https://t.co/BsOJlQfwAb",[],1160222099509846016,1160222099509846016,en,,"{'created_at': 'Sat Jul 20 13:03:50 +0000 2019', 'favorite_count': 10585, 'full_text': 'It’s a big day for moms and dads. Your Canada Child Benefit is going up – so you’ll have more money to help pay for whatever your kids are up to this summer, and all year long. https://t.co/u6T9zgqywT', 'hashtags': [], 'id': 1152564775496425473, 'id_str': '1152564775496425473', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/u6T9zgqywT', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1152564775496425473/video/1', 'id': 1151968436676939776, 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1151968436676939776/img/8BEBB5WAN1vOawli.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1151968436676939776/img/8BEBB5WAN1vOawli.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/u6T9zgqywT', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 54388, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1151968436676939776/vid/1280x720/BW2-sE3i1QaYb4He.mp4?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1151968436676939776/vid/480x270/srZrFP_saTb7Vx7y.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1151968436676939776/pl/fWg97NILYC-ghWU2.m3u8?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1151968436676939776/vid/640x360/biqXSPX7kuYA2G7c.mp4?tag=13'}]}}], 'retweet_count': 1691, 'source': '<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>', 'urls': [], 'user': {'id': 14260960, 'id_str': '14260960'}, 'user_mentions': []}",1.1525647754964256e+18,1.1525647754964255e+18,521,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'expanded_url': 'https://twitter.com/JustinTrudeau/status/1152564775496425473', 'url': 'https://t.co/BsOJlQfwAb'}]","{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-08-10 16:11:19+00:00,2019-08-10,2019-08-05,week ago increase canada child benefit second time – family money camp school supply anything else kid need use ymy ccb thi summer http t.co/bsojlqfwab
306,46,Sat Aug 10 12:13:45 +0000 2019,5526,"One year ago, Canadians across the country were shocked to wake up to news of a shooting in Fredericton that left four people dead. Today, we remember those who were killed and stand with all those whose lives were changed forever that day. #FrederictonStrong",[{'text': 'FrederictonStrong'}],1160162314152267777,1160162314152267777,en,,,,,683,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-08-10 12:13:45+00:00,2019-08-10,2019-08-05,one year ago canadian acros country shock wake news shoot fredericton leave fmy person dead today remember kill stand whose life change forever day frederictonstrong
308,48,Fri Aug 09 19:06:25 +0000 2019,5233,"Millions of Canadians rely on prescription drugs to stay healthy, manage chronic conditions and cure disease, but they’re paying too much for the drugs they need. Our government will change that.",[],1159903780319744003,1159903780319744003,en,,,,,694,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-08-09 19:06:25+00:00,2019-08-09,2019-08-05,million canadian rely prescription drug stay healthy manage chronic condition cure disease ’ pay much drug need government change
310,50,Fri Aug 09 15:33:42 +0000 2019,3026,No Canadian should have to choose between paying for prescriptions and putting food on the table. Our government is taking steps to lower the price of prescription drugs by working towards a national pharmacare program. https://t.co/XoUfHQx5f5,[],1159850247633420289,1159850247633420289,en,"[{'display_url': 'pic.twitter.com/XoUfHQx5f5', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1159850247633420289/photo/1', 'id': 1159850239920103424, 'media_url': 'http://pbs.twimg.com/media/EBidpecW4AAWdH9.png', 'media_url_https': 'https://pbs.twimg.com/media/EBidpecW4AAWdH9.png', 'sizes': {'large': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/XoUfHQx5f5'}]",,,,602,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-08-09 15:33:42+00:00,2019-08-09,2019-08-05,canadian choose pay prescription put food table government take step low price prescription drug work toward national pharmacare program http t.co/xoufhqx5f5
312,52,Fri Aug 09 14:09:40 +0000 2019,1259,"Canadian Peacekeepers put themselves in harm’s way to protect human rights, lay the foundations for peace, and help rebuild societies after war. Today, we honour them for their tireless work. https://t.co/1yUFLQFCDO",[],1159829097402576896,1159829097402576896,en,,,,,271,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://pm.gc.ca/en/news/statements/2019/08/09/statement-prime-minister-national-peacekeepers-day', 'url': 'https://t.co/1yUFLQFCDO'}]","{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-08-09 14:09:40+00:00,2019-08-09,2019-08-05,canadian peacekeeper put themself harm ’ way protect human right lay foundation peace help rebuild society war today honmy tireles work http t.co/1yuflqfcdo
314,54,Fri Aug 09 12:24:21 +0000 2019,2380,"On the International Day of the World’s Indigenous Peoples, we celebrate the cultures of Indigenous peoples around the world, and the many contributions First Nations, Inuit, and Métis peoples have made to our country. #IndigenousPeoplesDay https://t.co/NhdDCakwHx",[{'text': 'IndigenousPeoplesDay'}],1159802595281657856,1159802595281657856,en,,,,,634,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://pm.gc.ca/en/news/statements/2019/08/09/statement-prime-minister-international-day-worlds-indigenous-peoples', 'url': 'https://t.co/NhdDCakwHx'}]","{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-08-09 12:24:21+00:00,2019-08-09,2019-08-05,international day world ’ indigenou people celebrate culture indigenou people around world many contribution first nation inuit méti people make country indigenouspeoplesday http t.co/nhddcakwhx
