,created_at,favorite_count,full_text,hashtags,id,id_str,lang,media,quoted_status,quoted_status_id,quoted_status_id_str,retweet_count,source,urls,user,user_mentions,handle
71,Sun Mar 10 19:30:23 +0000 2019,1419,Canadians need to hear from Jody Wilson-Raybould. Justin Trudeau must waive full solicitor-client privilege so she can speak the truth. Tell Justin Trudeau he must let her speak: https://t.co/bsS7uVERin,[],1104826854878265344,1104826854878265344,en,,,,,598.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'http://www.LetHerSpeak.ca', 'url': 'https://t.co/bsS7uVERin'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
73,Sun Mar 10 19:29:00 +0000 2019,133,"Canada needs to be able to compete on the world stage but Justin Trudeau has been hunkered down in damage control, leaving the ship of state without a captain. https://t.co/ruKANiZjxn",[],1104826505555673088,1104826505555673088,en,"[{'display_url': 'pic.twitter.com/ruKANiZjxn', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104826505555673088/photo/1', 'id': 1104805878450991105, 'media_url': 'http://pbs.twimg.com/media/D1UPF8rVsAEe56P.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1UPF8rVsAEe56P.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 1600, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/ruKANiZjxn'}]",,,,36.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
75,Sun Mar 10 18:11:30 +0000 2019,503,"Speaking to the media: On Wednesday, the Justice Committee will decide whether or not to invite Jody Wilson-Raybould to testify and answer these questions. Canadians must tell Justin Trudeau: Let her speak. WATCH LIVE NOW: https://t.co/ObnKS1PkJ6",[],1104807003594080256,1104807003594080256,en,,,,,183.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.facebook.com/120693171297777/videos/378505819651608/', 'url': 'https://t.co/ObnKS1PkJ6'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
77,Sun Mar 10 15:18:18 +0000 2019,212,"On Friday, I talked with the Grenkow family at their home outside Winnipeg about our commitment to make life more affordable, and to help Canadians get ahead. Canada’s Conservatives will axe the Carbon Tax and take the tax off your home heating bill. #TaxFreeHomeHeating https://t.co/KnhHrRprEk",[{'text': 'TaxFreeHomeHeating'}],1104763414281252874,1104763414281252874,en,"[{'display_url': 'pic.twitter.com/KnhHrRprEk', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104763414281252874/photo/1', 'id': 1104763385210580998, 'media_url': 'http://pbs.twimg.com/media/D1TochBVsAY0z8_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1TochBVsAY0z8_.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 851, 'resize': 'fit'}, 'small': {'w': 680, 'h': 482, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1452, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/KnhHrRprEk'}, {'display_url': 'pic.twitter.com/KnhHrRprEk', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104763414281252874/photo/1', 'id': 1104763385214689280, 'media_url': 'http://pbs.twimg.com/media/D1TochCUYAA2OQk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1TochCUYAA2OQk.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 463, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 817, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1394, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/KnhHrRprEk'}, {'display_url': 'pic.twitter.com/KnhHrRprEk', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104763414281252874/photo/1', 'id': 1104763385227304961, 'media_url': 'http://pbs.twimg.com/media/D1TochFU4AELCvN.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1TochFU4AELCvN.jpg', 'sizes': {'large': {'w': 2048, 'h': 1350, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 448, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 791, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/KnhHrRprEk'}]",,,,60.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
80,Sun Mar 10 15:03:00 +0000 2019,123,"Our Conservative team understands it’s hard for Canadian families to make ends meet. Life is getting more expensive, and taxes are going up. As Prime Minister, I‘ll take the tax off your home heating bill. It’s time for Canadians to start getting ahead. #TaxFreeHomeHeating https://t.co/FSc1P6Vez1",[{'text': 'TaxFreeHomeHeating'}],1104759564916875265,1104759564916875265,en,"[{'display_url': 'pic.twitter.com/FSc1P6Vez1', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104759564916875265/photo/1', 'id': 1104438714942607360, 'media_url': 'http://pbs.twimg.com/media/D1PBKOBX0AAQNe6.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1PBKOBX0AAQNe6.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/FSc1P6Vez1'}]",,,,38.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
81,Sun Mar 10 14:47:51 +0000 2019,108,Canada’s Conservatives are proud to champion energy workers and all the Canadians who depend on them. Spoke with local business operators about Canada’s competitiveness at @TheWpgChamber on Friday. https://t.co/hRYRR3CCoC,[],1104755754609721345,1104755754609721345,en,"[{'display_url': 'pic.twitter.com/hRYRR3CCoC', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104755754609721345/photo/1', 'id': 1104755748968394754, 'media_url': 'http://pbs.twimg.com/media/D1ThgBzU8AIIgQa.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1ThgBzU8AIIgQa.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 662, 'resize': 'fit'}, 'small': {'w': 680, 'h': 440, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 662, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/hRYRR3CCoC'}, {'display_url': 'pic.twitter.com/hRYRR3CCoC', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104755754609721345/photo/1', 'id': 1104755748972638208, 'media_url': 'http://pbs.twimg.com/media/D1ThgB0VsAAA2Z7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1ThgB0VsAAA2Z7.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 501, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 754, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 754, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/hRYRR3CCoC'}]",,,,42.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 80945516, 'id_str': '80945516', 'name': 'Winnipeg Chamber', 'screen_name': 'TheWpgChamber'}]",@AndrewScheer
83,Sun Mar 10 14:28:14 +0000 2019,590,"Devastated by the news of the Ethiopian Airlines crash. On behalf of Canada’s Conservatives and my family, I extend our deepest condolences to the loved ones of those lost, especially the families of the Canadians killed. May their memories be a blessing.",[],1104750816882122752,1104750816882122752,en,,,,,149.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
86,Sun Mar 10 00:34:00 +0000 2019,178,"Canada’s Conservatives are focused on helping local businesses to grow, create jobs and fuel our economy. We want to help Canadians get ahead, instead of just getting by. https://t.co/fLbNL9q5gr",[],1104540873591668736,1104540873591668736,en,"[{'display_url': 'pic.twitter.com/fLbNL9q5gr', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104540873591668736/photo/1', 'id': 1104436091963224068, 'media_url': 'http://pbs.twimg.com/media/D1O-xiqWsAQ2gLr.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1O-xiqWsAQ2gLr.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 1600, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/fLbNL9q5gr'}]",,,,51.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
87,Sat Mar 09 21:26:28 +0000 2019,973,Canola farmers like Brian and Doug are seeing their entire livelihoods put at risk because China has decided to block their canola from being imported. This is a baseless action against our Canola farmers who produce the highest quality canola in the entire world. https://t.co/qgNiSKtb9f,[],1104493679337594880,1104493679337594880,en,"[{'display_url': 'pic.twitter.com/qgNiSKtb9f', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104493679337594880/video/1', 'id': 1104491140596695040, 'media_url': 'http://pbs.twimg.com/media/D1Py7fyUcAAiKhO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1Py7fyUcAAiKhO.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/qgNiSKtb9f', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 61250, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1104491140596695040/pl/Gmn6MhXyhS3Y5vRc.m3u8?tag=11'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1104491140596695040/vid/640x360/ENsRB0pdPHaKniwq.mp4?tag=11'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1104491140596695040/vid/1280x720/0vG-7yFnI4yGTxP4.mp4?tag=11'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1104491140596695040/vid/320x180/W73JNc4eE7mKDfPC.mp4?tag=11'}]}}]",,,,374.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
90,Sat Mar 09 20:31:00 +0000 2019,208,"I want to help all Canadians have the opportunity to get ahead, so parents can see their children prosper – just like my parents did for my sisters &amp; me. Taking the tax off your home heating bill is part of that plan, because heating your home isn’t a luxury. #TaxFreeHomeHeating https://t.co/aUqKiU37fz",[{'text': 'TaxFreeHomeHeating'}],1104479720509366272,1104479720509366272,en,"[{'display_url': 'pic.twitter.com/aUqKiU37fz', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104479720509366272/photo/1', 'id': 1104434834947100672, 'media_url': 'http://pbs.twimg.com/media/D1O9oX6W0AAMuBm.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1O9oX6W0AAMuBm.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1600, 'h': 1600, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/aUqKiU37fz'}]",,,,61.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
91,Sat Mar 09 17:30:15 +0000 2019,575,Justin Trudeau is focused on his political survival instead of the Canadian economy and jobs. Canadians deserve better. https://t.co/nDctJlfcMs,[],1104434234234675200,1104434234234675200,en,"[{'display_url': 'pic.twitter.com/nDctJlfcMs', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104434234234675200/photo/1', 'id': 1104434036573982720, 'media_url': 'http://pbs.twimg.com/media/D1O855vX0AAU5PW.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1O855vX0AAU5PW.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 1600, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/nDctJlfcMs'}]",,,,201.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
93,Sat Mar 09 13:19:40 +0000 2019,911,"Canadian farmers just like Brian Chorney produce the highest quality canola in the world. But, because of Justin Trudeau’s failure on managing the Chinese relationship, China has unfairly stopped importing Canadian canola. Farmers are paying for Trudeau’s mistakes. https://t.co/AneUNg2gyx",[],1104371174392250368,1104371174392250368,en,"[{'display_url': 'pic.twitter.com/AneUNg2gyx', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104371174392250368/photo/1', 'id': 1104371160597188609, 'media_url': 'http://pbs.twimg.com/media/D1ODuCeU0AEKief.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1ODuCeU0AEKief.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 1920, 'h': 1280, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/AneUNg2gyx'}, {'display_url': 'pic.twitter.com/AneUNg2gyx', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104371174392250368/photo/1', 'id': 1104371160605552640, 'media_url': 'http://pbs.twimg.com/media/D1ODuCgUcAAvNuk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1ODuCgUcAAvNuk.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 1920, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/AneUNg2gyx'}, {'display_url': 'pic.twitter.com/AneUNg2gyx', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104371174392250368/photo/1', 'id': 1104371160601387019, 'media_url': 'http://pbs.twimg.com/media/D1ODuCfU4AsPCru.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1ODuCfU4AsPCru.jpg', 'sizes': {'large': {'w': 1920, 'h': 1280, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/AneUNg2gyx'}]",,,,346.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
95,Sat Mar 09 04:47:39 +0000 2019,298,"It’s thanks to the trailblazers that came before us that my daughters Grace, Madeline and Mary have a bright future. Thank you to all the inspiring, strong &amp; talented women who joined me tonight to celebrate the accomplishments of women in the past and look forward to the future. https://t.co/HjlwgBQroO",[],1104242319862095872,1104242319862095872,en,"[{'display_url': 'pic.twitter.com/HjlwgBQroO', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104242319862095872/photo/1', 'id': 1104242310986911744, 'media_url': 'http://pbs.twimg.com/media/D1MOiARU0AAJTd7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1MOiARU0AAJTd7.jpg', 'sizes': {'large': {'w': 1408, 'h': 916, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 781, 'resize': 'fit'}, 'small': {'w': 680, 'h': 442, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/HjlwgBQroO'}, {'display_url': 'pic.twitter.com/HjlwgBQroO', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104242319862095872/photo/1', 'id': 1104242310978494466, 'media_url': 'http://pbs.twimg.com/media/D1MOiAPUYAISstq.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1MOiAPUYAISstq.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 492, 'resize': 'fit'}, 'large': {'w': 1679, 'h': 1214, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 868, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/HjlwgBQroO'}, {'display_url': 'pic.twitter.com/HjlwgBQroO', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104242319862095872/photo/1', 'id': 1104242310978523136, 'media_url': 'http://pbs.twimg.com/media/D1MOiAPU0AAUywg.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1MOiAPU0AAUywg.jpg', 'sizes': {'large': {'w': 1918, 'h': 1194, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 423, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 747, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/HjlwgBQroO'}, {'display_url': 'pic.twitter.com/HjlwgBQroO', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104242319862095872/photo/1', 'id': 1104242310978560000, 'media_url': 'http://pbs.twimg.com/media/D1MOiAPVYAACqCd.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1MOiAPVYAACqCd.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 1920, 'h': 1280, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/HjlwgBQroO'}]",,,,55.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
97,Fri Mar 08 17:39:11 +0000 2019,434,"Leaving more money in your pocket is part of my plan to help Canadians get ahead. You shouldn't have to pay tax on your home heating bill, so a Conservative government will give you tax-free home heating. WATCH LIVE from a family farm in Manitoba: https://t.co/nB9VTVaElX",[],1104074094230847493,1104074094230847493,en,,,,,137.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.youtube.com/watch?v=6Yb8ykrhdpk', 'url': 'https://t.co/nB9VTVaElX'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
99,Fri Mar 08 16:12:22 +0000 2019,620,"I’m proud to be marking #InternationalWomensDay with our Conservative team. Celebrated for over a century, it’s a day to bring attention to the many achievements of women and girls and highlight the continued call to action for equality around the world: https://t.co/zRyNW6HGGT https://t.co/ayecs45AjS",[{'text': 'InternationalWomensDay'}],1104052245669298176,1104052245669298176,en,"[{'display_url': 'pic.twitter.com/ayecs45AjS', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1104052245669298176/video/1', 'id': 1104037920569212931, 'media_url': 'http://pbs.twimg.com/media/D1JdAWkWwAAo5jI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1JdAWkWwAAo5jI.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1776, 'h': 997, 'resize': 'fit'}, 'small': {'w': 680, 'h': 382, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 674, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/ayecs45AjS', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 81448, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1104037920569212931/vid/1280x720/zwRxMaH4GRXDzpk4.mp4?tag=11'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1104037920569212931/vid/320x180/uX38zVP4gyrGUOdr.mp4?tag=11'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1104037920569212931/vid/640x360/t4vAn-UfR6KDzH4q.mp4?tag=11'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1104037920569212931/pl/JWy5DvlXfKxWRTyi.m3u8?tag=11'}]}}]",,,,203.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","[{'expanded_url': 'https://www.facebook.com/120693171297777/posts/2534159319951138/', 'url': 'https://t.co/zRyNW6HGGT'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
101,Fri Mar 08 03:33:59 +0000 2019,274,"Canadians believe that in this country no dream should be out of reach and no ambition too big. In Kitchener tonight I took questions and spoke about how a Conservative government will help bring about that Canada, where people can get ahead instead of just getting by. https://t.co/Qa5TZmX8kh",[],1103861395026857984,1103861395026857984,en,"[{'display_url': 'pic.twitter.com/Qa5TZmX8kh', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1103861395026857984/photo/1', 'id': 1103861389733568514, 'media_url': 'http://pbs.twimg.com/media/D1G0FeBWoAIiM5g.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1G0FeBWoAIiM5g.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 915, 'resize': 'fit'}, 'small': {'w': 680, 'h': 518, 'resize': 'fit'}, 'large': {'w': 1313, 'h': 1001, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/Qa5TZmX8kh'}, {'display_url': 'pic.twitter.com/Qa5TZmX8kh', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1103861395026857984/photo/1', 'id': 1103861389737766912, 'media_url': 'http://pbs.twimg.com/media/D1G0FeCWsAA_2CQ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1G0FeCWsAA_2CQ.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 798, 'resize': 'fit'}, 'large': {'w': 1697, 'h': 1129, 'resize': 'fit'}, 'small': {'w': 680, 'h': 452, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/Qa5TZmX8kh'}, {'display_url': 'pic.twitter.com/Qa5TZmX8kh', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1103861395026857984/photo/1', 'id': 1103861389796491264, 'media_url': 'http://pbs.twimg.com/media/D1G0FeQWwAAE3dp.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1G0FeQWwAAE3dp.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 774, 'resize': 'fit'}, 'small': {'w': 680, 'h': 438, 'resize': 'fit'}, 'large': {'w': 1919, 'h': 1237, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/Qa5TZmX8kh'}, {'display_url': 'pic.twitter.com/Qa5TZmX8kh', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1103861395026857984/photo/1', 'id': 1103861389809074176, 'media_url': 'http://pbs.twimg.com/media/D1G0FeTWwAADfO3.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1G0FeTWwAADfO3.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1826, 'h': 1278, 'resize': 'fit'}, 'small': {'w': 680, 'h': 476, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 840, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/Qa5TZmX8kh'}]",,,,65.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
103,Fri Mar 08 02:25:55 +0000 2019,136,Canadians are worried about Justin Trudeau’s SNC-Lavalin scandal &amp; the costs of his Carbon Tax. Happy to talk about my plan to take the tax off home heating with @DamatoRecord from @WR_Record and make life more affordable. Thanks for the beer Hespeler Brewing &amp; Ernies Road House! https://t.co/qVZa6NfmDp,[],1103844264465727489,1103844264465727489,en,"[{'display_url': 'pic.twitter.com/qVZa6NfmDp', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1103844264465727489/photo/1', 'id': 1103843370764427266, 'media_url': 'http://pbs.twimg.com/media/D1GjsoIVYAIgRev.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D1GjsoIVYAIgRev.jpg', 'sizes': {'large': {'w': 1693, 'h': 1165, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 468, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 826, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/qVZa6NfmDp'}]",,,,35.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 62143805, 'id_str': '62143805', 'name': ""Luisa D'Amato"", 'screen_name': 'DamatoRecord'}, {'id': 37104970, 'id_str': '37104970', 'name': 'WR Record', 'screen_name': 'WR_Record'}]",@AndrewScheer
